																					Class	L	R	B	B	B
5808	6.595	1182.86877	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	239.75	20180104_RG_01R	1182.86877:11988 1183.87212:18221 1184.87548:6286		0	11988	0	2885	7456
5809	0.533	1182.97961	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.92	20180104_RG_01R	1182.97961:13669 1183.98296:6046 1184.98632:0		4522	13669	893	0	1739
5810	3.829	1183.52881	Unknown	[M-H]-	adduct linked to 5939_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	5.63	20180104_RG_01R	1183.52881:26689 1184.53216:36371 1185.53552:46001		0	26689	0	0	0
5811	4.426	1183.55835	Unknown	[M-H]-	adduct linked to 5942_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	21.35	20180104_RG_01R	1183.55835:101185 1184.5617:125156 1185.56506:41731		0	101185	0	322	0
5812	3.617	1183.58142	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	1997.75	20180104_RG_01R	1183.58142:99887 1184.58477:191498 1185.58813:120392	86.9776:2178 92.00142:6516 93.36581:2426 141.53818:2277 179.37125:2340 198.57858:2149 271.23141:14887 291.22046:2302 433.27899:11210 458.24664:2464 516.9201:2664 576.28339:2443 577.32153:4199 595.33899:3418 637.34387:8491 760.84607:2283 769.70215:4564 826.91321:2508 889.6897:2283 1139.54492:13704 1183.55652:23992	0	99887	1902	0	0
5813	3.532	1183.58325	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	200.99	20180104_RG_01R	1183.58325:10049 1184.5866:13113 1185.58996:0		0	10049	0	0	0
5814	4.432	1183.61694	Unknown	[M-H]-	adduct linked to 5942_[M+FA-H]-	0.2	True	null	null	null	null		null	null	null	null	null	97208.31	20180104_RG_01R	1183.61694:4888451 1184.62029:5714050 1185.62365:3162108	83.01319:20354 85.0285:29647 87.00808:29082 89.02362:9833 95.01328:15440 97.02914:28854 99.00849:11518 99.04495:9113 101.02345:32550 101.05997:67565 112.01572:21455 113.02328:43733 117.0551:9179 124.01604:12153 125.02388:63229 127.03955:18900 139.03993:11277 143.03545:14142 167.03627:4093 253.21568:20510 271.22812:200126 285.24655:12361 295.23053:3769 313.24194:13062 367.25256:3635 385.25784:67711 399.2825:4657 403.26782:451017 404.27869:11274 417.28922:29956 427.27625:12422 445.28644:15982 529.31274:12448 547.31506:130876 548.3158:3946 561.33142:11063 565.32294:187135 566.33527:10255 579.33997:5973 589.32178:23605 607.33655:182585 608.34943:11342 621.34753:19118 691.39746:12654 769.64117:3991 837.43323:3528 935.4621:12543 961.47754:3691 963.48865:4315 981.49677:13376 1037.51428:57547 1038.5304:4081 1055.53101:4647 1063.53711:24749 1065.55652:21570 1081.53784:76913 1082.55103:5531 1083.56299:56675 1139.58154:253239 1140.60547:18706 1165.60144:98753 1166.58179:9685 1183.62329:619393	0	4888451	1400	0	0
5815	6.82	1183.67505	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	414.69	20180104_RG_01R	1183.67505:20734 1184.6784:26206 1185.68176:0		0	20734	0	769	0
5816	0.983	1185.37268	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	21.26	20180104_RG_01R	1185.37268:64595 1186.37603:34655 1187.37939:24349		1031	64595	0	0	0
5817	3.704	1185.59082	Unknown	[M+FA-H]-	found in higher mz's MsMs_5943; adduct linked to 5687_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	1.56	20180104_RG_01R	1185.59082:31201 1186.59417:62388 1187.59753:28408		0	31201	0	465	451
5818	3.174	1185.59155	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	5.07	20180104_RG_01R	1185.59155:97822 1186.5949:147672 1187.59826:75616		984	97822	0	280	727
5819	3.031	1185.59827	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1.8	20180104_RG_01R	1185.59827:34630 1186.60162:52054 1187.60498:24649		0	34630	531	447	0
5820	0.82	1187.38843	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	438.68	20180104_RG_01R	1187.38843:21934 1188.39178:25996 1189.39514:13138		0	21934	0	0	0
5821	6.911	1187.46375	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	5.96	Blank_01_180104205754	1187.46375:14014 1188.4671:14156 1189.47046:27328		10099	0	14014	14198	0
5822	3.189	1187.52124	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1.41	20180104_RG_01R	1187.52124:10683 1188.52459:16475 1189.52795:18338		0	10683	0	0	0
5823	3.952	1187.56775	Unknown	[M-H]-	similar chromatogram in higher mz_6146	0.2	False	null	null	null	null		null	null	null	null	null	0.8	20180104_RG_01R	1187.56775:12243 1188.5711:23998 1189.57446:26755		0	12243	0	784	1425
5824	4.097	1187.58667	Unknown	[M+FA-H]-	adduct linked to 5696_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	1.25	20180104_RG_01R	1187.58667:19039 1188.59002:28473 1189.59338:23818		0	19039	0	0	0
5825	3.262	1187.60681	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1.16	20180104_RG_01R	1187.60681:18507 1188.61016:22481 1189.61352:12144		0	18507	0	0	0
5826	3.422	1187.61267	Unknown	[M-H]-	adduct linked to 5782_[M-H2O-H]-	0.2	False	null	null	null	null		null	null	null	null	null	1.72	20180104_RG_01R	1187.61267:26302 1188.61602:46166 1189.61938:25652		0	26302	0	0	0
5827	5.723	1188.40857	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	323.89	20180104_RG_01R	1188.40857:16194 1189.41192:21025 1190.41528:25428		3957	16194	0	9385	3593
5828	2.007	1189.43384	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	0.8	20180104_RG_01R	1189.43384:11745 1190.43719:39263 1191.44055:17933		0	11745	0	0	0
5829	3.999	1189.55237	Unknown	[M-H]-	adduct linked to 5958_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	8.09	20180104_RG_01R	1189.55237:35783 1190.55572:63297 1191.55908:11547		0	35783	0	1231	0
5830	4.25	1189.59875	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.5	20180104_RG_01R	1189.59875:15365 1190.6021:51121 1191.60546:28826		0	15365	0	0	0
5831	6.707	1190.66943	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	23.07	Blank_01_180104225037	1190.66943:52497 1191.67278:62970 1192.67614:38483		0	0	0	52497	44994
5832	3.736	1191.57874	Unknown	[M-H]-	adduct linked to 5968_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	236.55	20180104_RG_01R	1191.57874:11828 1192.58209:19498 1193.58545:21129		0	11828	0	484	0
5833	6.33	1191.80884	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	503.22	20180104_RG_01L	1191.80884:25161 1192.81219:31066 1193.81555:15593		25161	0	0	0	0
5834	3.999	1192.50061	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.91	20180104_RG_01R	1192.50061:11205 1193.50396:99213 1194.50732:61945		0	11205	0	588	0
5835	6.298	1192.81384	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	392.29	20180104_RG_01L	1192.81384:19614 1193.81719:24302 1194.82055:0		19614	640	0	0	0
5836	3.829	1193.55701	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1042.39	20180104_RG_01R	1193.55701:52120 1194.56036:93920 1195.56372:63927		0	52120	0	875	0
5837	4.375	1193.59766	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	50189.27	20180104_RG_01R	1193.59766:2519667 1194.60101:6117693 1195.60437:3654194	83.0133:4817 85.02856:19921 85.52255:2790 87.00837:13773 89.02364:2961 97.02853:14578 99.00758:6636 99.04466:37106 101.02305:17571 109.02938:2696 113.02481:11157 117.05511:4114 125.02419:30735 126.03298:5618 127.04025:13929 139.04152:10592 143.0345:16673 166.59074:2942 192.42616:2929 253.218:9250 271.22821:101772 313.24197:3917 383.28125:2947 399.28067:24221 417.28943:195112 418.29688:9256 441.28479:2640 459.2999:3340 543.32007:3090 561.32776:67130 579.33673:105761 603.34021:20153 621.34741:130783 622.35034:3869 703.39935:8663 725.38538:2869 769.70203:4590 949.45898:10802 955.2019:2698 967.4729:11283 975.45776:8979 993.50586:20953 1011.51215:5331 1049.50305:35548 1050.53918:3023 1067.53857:23451 1075.5238:21729 1093.54785:100409 1094.54321:4598 1111.57007:26618 1149.5708:151638 1150.56995:19601 1175.59119:52699 1176.58643:8898 1193.61377:292925	0	2519667	0	0	0
5838	4.237	1193.59912	Unknown	[M-H2O-H]-	adduct linked to 5882_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	670.39	20180104_RG_01R	1193.59912:43723 1194.60247:65738 1195.60583:107759		0	43723	0	380	0
5839	5.464	1194.34753	Unknown	[M+FA-H]-	adduct linked to 5713_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	4.58	20180104_RG_01L	1194.34753:10904 1195.35088:0 1196.35424:0		10904	0	0	0	0
5840	4.486	1194.54492	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	20.48	20180104_RG_01R	1194.54492:45993 1195.54827:12108624 1196.55163:7259330		0	45993	662	0	0
5841	4.038	1194.59521	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	8.01	20180104_RG_01R	1194.59521:17992 1195.59856:20420 1196.60192:7158		0	17992	0	661	0
5842	5.893	1194.60474	Unknown	[M+FA-H]-	adduct linked to 5669_[M-H2O-H]-; similar chromatogram in higher mz_5891	0.2	False	null	null	null	null		null	null	null	null	null	5.5	20180104_RG_01R	1194.60474:12342 1195.60809:37572 1196.61145:0		0	12342	0	0	0
5843	0.988	1195.15466	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	240.79	20180104_RG_01R	1195.15466:12039 1196.15801:24719 1197.16137:0		0	12039	0	0	230
5844	4.138	1195.55359	Unknown	[M-H]-	adduct linked to 5797_[M-H2O-H]-	0.2	False	null	null	null	null		null	null	null	null	null	7.66	20180104_RG_01R	1195.55359:32903 1196.55694:69220 1197.5603:40584		0	32903	848	0	0
5845	4.25	1195.55481	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	18.55	20180104_RG_01R	1195.55481:79795 1196.55816:226626 1197.56152:78378	85.52181:2677 91.99472:14363 92.69086:2126 93.6016:1931 99.04498:2468 101.02372:2221 104.34865:2118 114.32394:1946 115.81448:2060 125.02441:9339 127.03891:2663 135.34839:1975 143.03386:2441 192.43126:2771 245.01747:2307 271.23007:5203 358.00452:2428 399.27502:3222 417.28268:28377 731.52142:2956 731.65283:2396 761.60315:2635 769.66162:2554 825.40393:3502 867.41052:3202 1095.54016:3288 1109.53516:11075 1151.54956:19381 1195.60315:16752	0	79795	0	0	0
5846	4.486	1195.61267	Unknown	[M-H]-	found in higher mz's MsMs_6043; found in higher mz's MsMs_6018	0.2	True	null	null	null	null		null	null	null	null	null	25149.75	20180104_RG_01R	1195.61267:174546304 1196.61602:421673792 1197.61938:262527936	85.02879:12166 87.00838:8831 89.02364:3729 90.26025:2345 97.02904:15234 99.00851:3759 99.04497:12340 101.0237:8916 101.06026:19507 113.02482:4712 113.52802:2591 115.03924:2433 117.05512:2486 125.02395:20966 127.04025:8898 139.03996:4432 143.03546:3657 192.411:2987 192.5047:2373 210.70157:2587 253.21802:5534 271.22812:71248 313.242:4781 399.27814:19164 403.80878:2297 417.28958:135982 418.29691:2591 441.29361:2978 543.32013:3403 561.32825:34436 579.3363:64122 580.34668:2815 603.34192:13165 621.34692:71532 622.36511:4016 705.40338:4008 949.48676:3148 977.16516:2739 995.50024:5148 1049.51062:15081 1051.54126:12579 1069.52649:3665 1077.53442:12539 1093.54773:14622 1095.573:36477 1111.11438:3065 1151.57153:76966 1152.57324:12335 1177.61902:39841 1195.61157:217150	0	174546304	0	0	0
5847	4.31	1195.61536	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	27954.32	20180104_RG_01R	1195.61536:1435554 1196.61871:2205332 1197.62207:1317811	85.02888:17771 87.00838:11304 89.02364:3889 97.02853:14009 99.04475:32369 101.02351:15506 109.02938:3406 113.02481:11542 125.02393:33541 126.03298:5531 127.04025:10423 137.58337:2501 139.03996:2649 143.03546:5314 171.64293:2247 186.08022:2468 192.43883:3406 192.45656:2717 244.15385:2197 253.22183:3961 271.21527:6149 271.22797:69013 272.23001:23372 273.23691:2637 285.24658:2904 399.27499:11530 400.28348:11130 417.28934:110329 418.29401:69022 419.29459:18334 459.2999:3249 526.31061:2952 561.32428:26438 562.3374:21476 563.34283:10832 579.33685:38819 580.34418:38836 581.33899:17564 603.34192:3351 604.34131:4326 621.34625:47598 622.36176:47938 623.36786:14880 668.16669:2762 705.40332:3223 769.74255:4922 995.50024:4858 1013.49872:3187 1049.50635:3125 1050.54773:16502 1051.54114:14451 1068.53174:8953 1069.52649:10189 1076.52844:4986 1077.5343:3430 1093.54773:3481 1094.53833:31366 1095.53528:48358 1112.55627:9834 1113.5426:11347 1150.56946:48105 1151.57141:78797 1152.61035:2999 1176.59949:24526 1177.57703:31946 1194.59631:90709 1195.61194:170201	0	1435554	0	0	0
5848	6.871	1195.66199	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	232.38	Blank_01_180104225037	1195.66199:24135 1196.66534:42934 1197.6687:24190		0	0	0	24135	22540
5849	3.999	1197.54541	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	11.62	20180104_RG_01R	1197.54541:240651 1198.54876:590907 1199.55212:399223	92.00225:9888 92.68154:2272 99.04498:3134 113.02368:5322 117.24036:2333 125.0244:5318 127.04026:2491 129.6525:2697 147.86017:2265 182.55774:2303 192.42366:2557 214.99319:2376 249.13612:2412 270.83643:2732 271.23007:13608 281.73758:2455 293.2106:11291 321.67004:2255 385.26065:9363 403.27069:77021 407.24054:13197 415.81656:2630 425.25745:15940 547.3186:8409 565.32782:45061 587.30505:9168 708.68494:2579 859.39655:8551 915.40771:4938 941.40692:4642 995.50031:3944 1017.4895:4774 1021.53473:3516 1039.54736:4346 1043.5011:4251 1095.56116:16228 1117.5365:2897 1139.5957:72518 1140.56738:4024 1197.54907:28621	0	240651	0	0	0
5850	2.921	1197.56445	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	316.72	20180104_RG_01R	1197.56445:15836 1198.5678:19543 1199.57116:10847		0	15836	0	0	0
5851	3.829	1197.5885	Unknown	[M-H2O-H]-	adduct linked to 6037_[M+FA-H]-	0.2	True	null	null	null	null		null	null	null	null	null	22.4	20180104_RG_01R	1197.5885:1092032 1198.59185:1465864 1199.59521:893426	82.82636:2088 85.02879:2206 87.04458:2957 91.99472:9115 97.02854:4178 101.02371:3823 113.02483:2939 116.08095:2154 119.63796:2070 125.02441:11749 201.08942:2528 213.3372:2528 271.22897:23866 347.1908:2216 415.27014:13409 433.27802:40640 479.97324:2617 482.66782:2486 577.32153:9610 595.33856:14945 619.34216:2456 637.34283:18867 769.68188:3548 834.36176:3413 836.6983:2507 1053.51721:4438 1097.53796:8930 1153.55945:24364 1154.54321:3156 1179.57849:10768 1197.5929:54889	0	1092032	757	0	0
5852	3.22	1197.59961	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	482.66	20180104_RG_01R	1197.59961:24133 1198.60296:39832 1199.60632:27962		0	24133	0	0	0
5853	4.591	1197.6228	Unknown	[M-H]-	adduct linked to 5988_[M+FA-H]-; found in higher mz's MsMs_6255; found in higher mz's MsMs_6182; found in higher mz's MsMs_6025	0.2	True	null	null	null	null		null	null	null	null	null	1047077.12	20180104_RG_01R	1197.6228:52462936 1198.62615:166748496 1199.62951:69773152	85.02879:2666 91.99472:12573 165.12381:2462 209.00308:2310 265.80023:2127 271.23007:3597 314.38635:2540 351.69559:2342 417.28433:11140 418.28882:3167 431.29245:3356 472.4032:2650 579.34009:8886 621.35016:4854 635.33392:2388 659.43872:2727 1153.6134:10670 1179.57849:3620 1197.63281:29052	0	52462936	0	0	0
5854	4.735	1197.65601	Unknown	[M+FA-H]-	adduct linked to 5717_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	1371.75	20180104_RG_01R	1197.65601:72831 1198.65936:264260 1199.66272:114213		0	72831	0	0	0
5855	6.739	1197.72266	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1204.77	20180104_RG_01L	1197.72266:60238 1198.72601:116216 1199.72937:75573		60238	6422	0	0	0
5856	5.723	1198.44312	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	0.81	20180104_RG_01R	1198.44312:21354 1199.44647:15735 1200.44983:25897		0	21354	1501	3751	7986
5857	4.126	1199.54639	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	32.41	20180104_RG_01R	1199.54639:84275 1200.54974:97151 1201.5531:110451	85.52782:2352 128.77611:2157 174.86386:2359 192.43886:2831 417.28433:3456 752.61176:2498 769.74268:3748 1067.50549:3813 1098.81531:2734 1111.53625:10410	0	84275	0	0	0
5858	3.929	1199.60718	Unknown	[M+FA-H]-	adduct linked to 5724_[M-H]-	0.2	True	null	null	null	null		null	null	null	null	null	189.7	20180104_RG_01R	1199.60718:452383 1200.61053:612979 1201.61389:321476	85.51731:2766 97.02945:2970 100.98038:2221 101.02468:2809 125.02441:3526 177.1855:2232 271.23016:22827 415.27014:10529 433.2796:34249 494.78101:2534 559.30591:3449 577.32153:8512 595.33899:13664 637.34576:16229 769.70215:3507 1097.53796:3933 1099.57581:3284 1111.53625:2676 1155.60645:26110 1181.57947:11287 1199.6001:44700	0	452383	0	0	0
5859	4.41	1199.65698	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	713.63	20180104_RG_01R	1199.65698:37248 1200.66033:36079 1201.66369:12302		0	37248	495	0	0
5860	3.999	1200.60852	Unknown	[M-H2O-H]-	adduct linked to 6049_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	14.63	20180104_RG_01R	1200.60852:173849 1201.61187:207132 1202.61523:45623		0	173849	0	0	0
5861	6.33	1201.72302	Unknown	[M-H]-	adduct linked to 5996_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	606.29	20180104_RG_01L	1201.72302:30315 1202.72637:58579 1203.72973:28108		30315	5213	0	0	0
5862	4.337	1203.57751	Unknown	[M-H]-	adduct linked to 6000_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	880.56	20180104_RG_01R	1203.57751:44028 1204.58086:49855 1205.58422:35434		0	44028	0	0	0
5863	6.922	1203.70166	Unknown	[M-H]-		0.4	True	null	null	null	null		null	null	null	null	null	2658.18	Blank_01_180104205754	1203.70166:276312 1204.70501:522810 1205.70837:414360	135.97034:3284 149.50764:2200 177.59555:2287 183.01244:13685 192.36534:3462 309.17459:3349 311.16901:175918 312.17175:9667 332.94144:2203 376.13638:2943 436.8512:2638 440.77505:2198 446.21481:2347 568.90082:2529 638.35211:2276 769.45874:7990	1905	0	276312	119687	6533
5864	6.614	1203.71167	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1229.45	Blank_01_180105013944	1203.71167:61473 1204.71502:95012 1205.71838:57010		390	0	706	0	61473
5865	6.374	1204.68274	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	18.1	Blank_01_180104225037	1204.68274:32646 1205.68609:32159 1206.68945:16204		0	0	0	32646	823
5866	5.781	1204.71643	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	514.83	20180104_RG_01R	1204.71643:25741 1205.71978:16883 1206.72314:40522		0	25741	0	0	0
5867	4.337	1205.55115	Unknown	[M+FA-H]-	adduct linked to 5752_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	3.26	20180104_RG_01R	1205.55115:30196 1206.5545:41584 1207.55786:0		0	30196	0	0	0
5868	4.432	1205.58289	Unknown	[M-H]-	adduct linked to 6009_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	1.49	20180104_RG_01R	1205.58289:13793 1206.58624:16849 1207.5896:133244		0	13793	0	325	0
5869	6.847	1205.70618	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	155.81	Blank_01_180104225037	1205.70618:64209 1206.70953:52935 1207.71289:34680		0	0	148862	64209	14183
5870	4.151	1207.51709	Unknown	[M-H]-	adduct linked to 6014_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	721.92	20180104_RG_01R	1207.51709:36096 1208.52044:76126 1209.5238:93886		0	36096	0	0	0
5871	3.999	1207.5741	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	9682.98	20180104_RG_01R	1207.5741:484149 1208.57745:1067772 1209.58081:640807	85.52031:2430 91.14853:2317 110.98518:2084 113.02369:4167 129.74498:2134 134.64166:2106 135.27672:2421 146.66673:2402 157.45143:2122 169.80833:2092 192.42619:3518 232.40709:2176 253.85374:2655 271.23007:5258 291.19217:3829 293.2106:12612 403.26923:20984 407.24054:4498 425.25638:11435 547.30646:3203 565.32678:8215 587.30505:3156 769.64136:2820 841.37842:2940 859.39655:8039 886.55133:2913 943.43787:3847 995.50037:3306 1017.4895:2795 1021.53473:2624 1139.58142:13993	0	484149	0	0	0
